"","id","pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","cc","ccco","hydroxyl_alkl","aldehyde","ketone","carboxylic_acid","ester","ether_alicyclic","nitrate","nitro","aromatic_hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester","trans_NumOfConf","trans_MW","trans_pSat_Pa"
"10802",53695,0.000757974722,254.98625998,22,5,11,1,2,159,40,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,4.57529538040409,15.9682892001617,-7.18486052116293
"10803",53698,0.0001207129719999,270.9811746,23,5,12,1,3,257,27,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,5.28420839877352,16.4615058424192,-9.0220949625627
"10804",53704,1.73189149e-06,209.017166184,21,5,8,1,3,176,1,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,4.71686884190885,14.4574259874986,-13.2662963999021
"10805",53713,0.0459432057,331.961167428,26,5,15,2,2,241,40,0,0,0,0,2,0,0,0,0,1,0,1,1,2,0,0,5.18328528452286,18.2198015199947,-3.08034930400769
"10806",53741,0.568856729,223.991679708,19,4,9,2,1,19,14,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,2.41894548148759,14.9663515830679,-0.564126670937431
"10807",53751,5.44254515e-07,239.027730868,25,6,9,1,3,188,35,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,4.81113291115536,15.4605216880932,-14.4238488410462
"10808",53766,3.37433107e-06,257.001910044,24,5,11,1,3,681,40,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,7.07854722077748,16.0312791144063,-12.5993134547658
"10809",53769,5.12630325e-07,271.017560108,27,6,11,1,3,647,40,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,6.97061801253472,16.462610974812,-14.4837108655778
"10810",53773,0.32897629,136.996036816,12,2,6,1,2,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.93318204493176,11.7045306106653,-1.11176959768301
"10811",53774,636.77,181.981115024,14,2,8,2,1,5,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.62065659669276,13.4900376212967,6.45640852286767
"10812",53779,0.0562068286,192.985866056,16,4,8,1,2,26,11,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,2.65761462090515,13.8919352883607,-2.87871702412559
"10813",53785,0.455316043,219.00151612,20,6,8,1,1,20,13,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,2.45645605223158,14.7986998118078,-0.786763501154117
"10814",53787,0.126722501,222.99643074,20,5,9,1,2,69,31,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,3.56167860281532,14.9330650149258,-2.06575561468401
"10815",53788,0.000199771656,253.006995424,24,6,10,1,3,484,24,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,1,6.38930482898397,15.9061936183362,-8.51833556367503
"10816",53789,0.00207787657,297.992073632,26,6,12,2,2,395,40,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,6.01144846986835,17.2624469190205,-6.17640878652932
"10817",53790,7.0096062e-05,269.001910044,25,6,11,1,3,555,40,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,1,6.65714313706003,16.4012776954724,-9.56564394239187
"10818",53792,0.000280718534,253.006995424,24,6,10,1,3,251,16,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,5.24689189735606,15.9061936183362,-8.1781580489885
"10819",53795,0.0754578526,222.99643074,20,5,9,1,2,103,20,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,4.01653140849876,14.9330650149258,-2.5841810223118
"10820",53797,0.000796614467,297.992073632,26,6,12,2,2,345,40,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,1,5.7722579229521,17.2624469190205,-7.13513972644767
"10821",53800,0.0008150094219999,266.98625998,23,6,11,1,2,64,31,0,0,1,0,4,0,0,0,0,1,0,0,1,1,0,0,3.4822022531845,16.3397141951749,-7.11231088405416
"10822",53810,0.0530994617,237.012080804,23,6,9,1,2,124,29,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,4.24645479813176,15.3951966796141,-2.93558848826209
"10823",53812,0.00301147192,313.986988252,27,6,13,2,2,181,39,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,4.75667602094204,17.7196779951556,-5.80532630978098
"10824",53816,5.46501375e-05,297.992073632,26,6,12,2,2,227,40,0,0,1,0,2,0,1,0,1,1,0,0,0,1,0,0,5.0910546283737,17.2624469190205,-9.81455882733391
"10825",53820,42.79,148.996036816,13,3,6,1,1,13,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2.15865384442158,12.2063932763122,3.75630443042873
"10826",53822,0.109186913,192.985866056,16,4,8,1,2,32,16,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2.82842712474619,13.8919352883607,-2.21469406717558
"10827",53824,0.0427935288,222.99643074,20,5,9,1,2,110,40,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,4.09654571366385,14.9330650149258,-3.15136838408738
"10828",53825,1.343,223.991679708,19,4,9,2,1,41,23,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3.04673833489958,14.9663515830679,0.294905917541101
"10829",53827,0.000295935152,225.012080804,22,5,9,1,3,248,28,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,5.22799910124163,15.0004026880614,-8.12537020872306
"10830",53831,0.000257893118,225.012080804,22,5,9,1,3,105,16,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,4.03977139528784,15.0004026880614,-8.26296533019456
"10831",53832,2.47780474e-05,241.006995424,23,5,10,1,3,64,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3.4822022531845,15.5244000020613,-10.6055524822852
"10832",53833,0.184403426,271.976423568,22,4,12,2,2,84,40,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,3.77818992700118,16.4917077213974,-1.69062938885653
"10833",53834,0.0199778109,222.99643074,20,5,9,1,2,80,26,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,3.72329113327214,14.9330650149258,-3.91313307632893
"10834",53835,0.0036078133099999,269.997159012,24,5,11,2,2,205,40,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,4.93771658085173,16.4315902764157,-5.62465342146864
"10835",53836,16.811,164.990951436,14,3,7,1,1,16,14,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2.29739670999407,12.8448803589601,2.82203343405092
"10836",53838,0.0251542363,267.981508948,22,5,11,2,1,43,25,0,0,1,0,3,0,0,0,1,1,0,0,1,0,0,0,3.0905838914967,16.3701407736158,-3.68272895526915
"10837",53839,0.00483935356,238.99134536,21,5,10,1,2,81,39,0,0,1,0,3,0,0,0,0,1,0,0,1,1,0,0,3.73719281884655,15.4593449201446,-5.33097412915726
"10838",53844,3.70127297e-05,222.99643074,20,5,9,1,2,107,23,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,4.06270354724762,14.9330650149258,-10.2042486585443
"10839",53845,0.00165809945,210.99643074,19,4,9,1,2,82,24,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,3.75097487993541,14.5257161868185,-6.40208324216197
"10840",53852,27.891,152.990951436,13,2,7,1,2,6,6,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1.71176985940971,12.368951104924,3.32830405614183
"10841",53855,9.3307449e-07,180.027002596,20,5,7,0,4,316,3,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,5.62219785061004,13.4174141545977,-13.8847808000578
"10842",53860,0.481104477,239.027730868,25,6,9,1,2,133,40,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4.33666117909647,15.4605216880932,-0.731670824562389
"10843",53869,15.324,60.021129368,8,2,2,0,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.39038917031591,7.74733046719965,2.7294202268384
"10844",53878,26.156,148.996036816,13,3,6,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,12.2063932763122,3.26407860969903
"10845",53879,131.22,164.990951436,14,3,7,1,1,9,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.93318204493176,12.8448803589601,4.87687530391673
"10846",53887,0.0262269171999999,262.99134536,23,7,10,1,1,176,40,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,4.71686884190885,16.2170079040494,-3.64096902155682
"10847",53889,0.000269260926,234.001181772,22,7,9,0,2,476,40,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,6.35743730235991,15.2970971681558,-8.21982966336391
"10848",53891,0.0453023759,215.990617088,19,7,8,0,1,39,25,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,3.00136892774457,14.6966192400838,-3.09439579974488
"10849",53894,0.00367187433,310.97608922,26,7,13,1,2,213,40,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,4.99475144305794,17.634514147546,-5.60705303066575
"10850",53895,1.92035577e-06,324.044109204,34,9,11,2,2,567,40,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,6.70000177363365,18.0012252139681,-13.1630000922149
"10851",53899,0.0101795761,295.976423568,24,6,12,2,2,160,17,0,0,1,0,3,0,0,0,1,1,0,0,0,0,1,0,4.58390907798466,17.2039653443036,-4.58737190919826
"10852",53904,0.0001549315389999,266.98625998,23,6,11,1,3,311,35,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,0,5.59536106757395,16.3397141951749,-8.77252722248769
"10853",53907,0.000198538823,234.99643074,21,6,9,1,2,105,40,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,4.03977139528784,15.3295932998889,-8.52452589509669
"10854",53910,0.0164680029,219.00151612,20,6,8,1,2,101,7,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,3.99297335468528,14.7986998118078,-4.10633599897539
"10855",53912,1.10471584e-06,234.001181772,22,7,9,0,3,182,4,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,4.76454481660781,15.2970971681558,-13.7159224144365
"10856",53917,8.83667023e-08,250.99134536,22,6,10,1,3,413,21,0,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,6.09235238886655,15.8427063773839,-16.2417706090756
"10857",53922,0.0015634314899999,282.9811746,24,6,12,1,3,484,40,0,0,2,0,3,0,0,0,0,0,0,1,0,1,0,0,6.38930482898397,16.8220443050183,-6.46087220038275
"10858",53925,0.0871250444,250.99134536,22,6,10,1,2,176,30,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,4.71686884190885,15.8427063773839,-2.44041090028895
"10859",53929,0.0003553606849999,249.012080804,24,7,9,1,2,329,39,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,5.69060930127043,15.7801166283396,-7.9423772701976
"10860",53939,0.0819726084,262.99134536,23,7,10,1,1,123,40,0,0,1,0,3,0,2,0,1,0,0,0,0,0,0,0,4.23615198563071,16.2170079040494,-2.50137013142542
"10861",53941,0.0666260496,162.016437912,17,5,6,0,2,81,24,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,3.73719281884655,12.7285677871471,-2.70865964277407
"10862",53948,0.121226253,172.000787848,16,6,6,0,1,22,15,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2.5277074255111,13.114907084993,-2.11009661989235
"10863",53955,0.251016708,175.995702468,16,5,7,0,2,41,21,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,3.04673833489958,13.2663371911014,-1.3822357763287
"10864",53965,1.481,248.975695296,20,6,10,1,1,32,12,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,2.82842712474619,15.7789636952494,0.392717535285662
"10865",53969,6.015718e-05,310.97608922,26,7,13,1,2,205,38,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,4.93771658085173,17.634514147546,-9.71854975442136
"10866",53984,9.45924491e-06,206.006267152,20,6,8,0,2,108,38,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,4.07405724145735,14.352918419332,-11.5685179973251
"10867",53992,0.202648522,266.98625998,23,6,11,1,1,137,40,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,4.37538395782994,16.3397141951749,-1.59628221929736
"10868",53996,0.0035606444799999,308.049194584,33,9,10,2,1,242,40,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,5.1897281583927,17.5513302796113,-5.63781371679499
"10869",54000,1.28822431e-08,234.073952788,30,9,7,0,4,862,23,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,7.59717586254243,15.2994755723195,-18.1674159777065
"10870",54003,2.2511844e-06,263.064116376,31,9,8,1,2,278,40,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,5.41020147890765,16.2192514123186,-13.0040540802478
"10871",54006,2.03973054e-09,234.073952788,30,9,7,0,3,552,38,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,6.64632728335482,15.2994755723195,-20.01044812605
"10872",54007,9.10330684e-07,311.048860236,34,9,11,1,3,710,40,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,7.1676617883219,17.6365773390417,-13.9094579144343
"10873",54013,2.978,233.053551692,27,8,7,1,1,73,30,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,3.62240377728799,15.266091565689,1.09125193426182
"10874",54017,1.18768427e-08,246.073952788,31,10,7,0,3,607,40,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,6.83843317435667,15.6867444929788,-18.2486753243272
"10875",54018,0.00998371797,368.033938444,37,10,13,2,1,173,40,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,4.69260318391071,19.1842106547025,-4.60679971595117
"10876",54019,4.63677074e-07,230.079038168,30,10,6,0,2,292,40,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,5.49053741582525,15.1683564755052,-14.5840774882205
"10877",54020,5.50638333e-06,246.073952788,31,10,7,0,2,168,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,4.65149742118354,15.6867444929788,-12.1096025332532
"10878",54021,0.000147976235,291.059030996,33,10,9,1,1,144,40,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,4.44128606984584,17.0604522506292,-8.81845887141792
"10879",54022,2.55253166e-05,202.084123548,28,9,5,0,2,176,30,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4.71686884190885,14.2156295515886,-10.5758397904645
"10880",54023,0.000979552151,247.069201756,30,9,7,1,1,115,40,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,4.15154119881457,15.7184350924639,-6.92841507952636
"10881",54024,0.00027324674,279.059030996,32,9,9,1,2,162,4,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,4.60102406051567,16.705060041676,-8.2051353614454
"10882",54025,0.00855829333,324.044109204,34,9,11,2,1,127,40,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,4.27701837699461,18.0012252139681,-4.76085448604324
"10883",54032,2.95274708e-05,279.059030996,32,9,9,1,2,427,40,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,6.15358724702344,16.705060041676,-10.4301895143695
"10884",54033,0.0653706764,233.053551692,27,8,7,1,1,63,31,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3.46578936587948,15.266091565689,-2.72768149415694
"10885",54036,5.08865664e-05,263.064116376,31,9,8,1,2,219,40,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,5.03655098245266,16.2192514123186,-9.88591159065572
"10886",54037,2.52755604e-05,279.059030996,32,9,9,1,2,155,9,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,4.54045639746107,16.705060041676,-10.5856726211967
"10887",54038,0.00747949074,324.044109204,34,9,11,2,1,139,40,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,4.39444911601279,18.0012252139681,-4.8955905722012
"10888",54039,0.0002680254749999,204.063388104,26,8,6,0,2,174,21,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,4.70072423672137,14.285075712225,-8.22442852600117
"10889",54040,1.88750703e-05,220.058302724,27,8,7,0,3,339,16,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,5.74195665102227,14.8343622284209,-10.8776685383328
"10890",54041,0.00515920861,251.064116376,30,8,8,1,2,281,40,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,5.42765076735081,15.845002883433,-5.26697208140611
"10891",54044,0.00063622568,295.053945616,33,9,10,1,2,316,40,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,5.62219785061004,17.1771343831269,-7.35995721479866
"10892",54046,0.0002306781329999,250.99134536,22,6,10,1,2,244,35,0,0,1,1,2,1,0,0,0,1,0,0,1,0,0,0,5.20255820746838,15.8427063773839,-8.37448718271305
"10893",54049,0.546043171,311.971338188,25,6,13,2,1,130,37,0,0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,4.30708066683707,17.6627103862346,-0.605057238597355
"10894",54052,0.00588074406,246.99643074,22,7,9,1,1,27,8,0,0,1,1,3,0,0,0,0,1,0,0,1,0,0,0,2.68787537952229,15.7161200918038,-5.13607198426089
"10895",54053,6.71961941e-07,265.006995424,25,7,10,1,3,111,4,0,0,3,1,2,0,0,0,0,1,0,0,1,0,0,0,4.10768274454015,16.2790354574219,-14.2130641334438
"10896",54055,0.0493488558999999,341.981902872,29,7,14,2,3,121,4,0,0,3,0,2,0,0,0,0,1,0,1,1,0,0,0,4.2153691330919,18.4927527121302,-3.00884069675538
"10897",54057,4.52469342e-08,296.996824664,27,7,12,1,4,271,16,0,0,2,0,2,1,0,0,0,1,0,0,1,1,0,0,5.36896765092471,17.2335958135266,-16.911130921582
"10898",54058,8.3581111e-07,249.012080804,24,7,9,1,2,120,29,0,0,2,1,2,0,0,0,0,1,0,0,1,0,0,0,4.20488743117457,15.7801166283396,-13.9948631943672
"10899",54061,0.0007221357,325.986988252,28,7,13,2,2,172,40,0,0,2,0,2,0,0,0,0,1,0,1,1,0,0,0,4.68444920453173,18.0551097546373,-7.23329748659336
"10900",54067,5.92209531e-08,281.001910044,26,7,11,1,4,774,1,0,0,3,1,3,0,0,0,0,1,0,0,0,1,0,0,7.35567086560667,16.7631115859795,-16.6419904201776
"10901",54070,0.0150634631999999,250.99134536,22,6,10,1,2,219,40,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,5.03655098245266,15.8427063773839,-4.19548312288782
"10902",54073,1.933,175.01168688,17,5,6,1,1,34,17,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,2.88033946612744,13.2291982704924,0.659073200226194
"10903",54075,0.00413645905,207.00151612,19,5,8,1,2,54,16,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,3.30916275726621,14.3875472586539,-5.48791515905668
"10904",54078,0.028119776,246.99643074,22,7,9,1,1,63,34,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,1,3.46578936587948,15.7161200918038,-3.571282177932
"10905",54085,9.46671232e-05,265.006995424,25,7,10,1,2,318,40,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,5.6328493469873,16.2790354574219,-9.2651437859476
"10906",54088,0.00103403137,341.981902872,29,7,14,2,2,282,40,0,0,1,0,2,0,1,0,0,1,0,1,0,1,0,0,5.43343820928892,18.4927527121302,-6.87429016486481
"10907",54089,3.70661453e-05,233.017166184,23,7,8,1,2,96,13,0,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0,3.93261444327487,15.2648998091701,-10.2028065305623
"10908",54120,0.000911272948,294.9811746,25,7,12,1,2,51,2,0,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,3.25290254914646,17.1750159999925,-7.00066809196809
"10909",54130,3.20152748e-06,178.011352532,18,5,7,0,4,112,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,4.11874976160613,13.3420895114671,-12.6518825245479
"10910",54131,1.47908045e-05,194.006267152,19,5,8,0,4,120,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,4.20488743117457,13.9286132530127,-11.1215048878595
"10911",54132,0.000120619593,238.99134536,21,5,10,1,3,112,2,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,4.11874976160613,15.4593449201446,-9.02286882418026
"10912",54140,0.0009229351479999,253.006995424,24,6,10,1,3,445,3,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,6.23028628660633,15.9061936183362,-6.98795158811855
"10913",54141,0.000775097886,224.016831836,23,6,9,0,4,783,1,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,7.38122643786015,14.967191848707,-7.16252123207054
"10914",54146,0.00417221389,281.001910044,26,7,11,1,3,224,1,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,5.07077575896709,16.7631115859795,-5.47930847518078
"10915",54149,4.03806124e-08,194.006267152,19,5,8,0,4,368,5,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,5.88510675921406,13.9286132530127,-17.024916058253
"10916",54150,8.39225713e-07,210.001181772,20,5,9,0,4,293,6,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,5.49617163058656,14.4914175211399,-13.9907861404386
"10917",54156,2.06481243e-07,240.011746456,24,6,10,0,4,730,3,0,0,2,0,2,0,1,0,0,0,0,0,0,2,0,0,7.22764574642364,15.4923124954282,-15.3930562616007
"10918",54158,1.33030794e-05,220.021917216,23,7,8,0,3,255,5,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0,5.27183797467291,14.8331357849917,-11.2275150157018
"10919",54162,0.0149895757,191.0066015,18,5,7,1,2,66,10,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,3.51449703015775,13.8205137929094,-4.20040027280526
"10920",54170,0.0075026448799999,281.997159012,25,6,11,2,2,251,13,0,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,5.24689189735606,16.7927710343469,-4.89249966993985
"10921",54172,3.26567262e-07,269.001910044,25,6,11,1,4,553,40,0,0,2,0,2,0,0,0,0,1,0,0,0,1,1,0,6.64993712979363,16.4012776954724,-14.9346299002585
"10922",54181,1.67052645e-08,284.996824664,26,6,12,1,4,645,2,0,0,3,0,2,0,0,0,0,0,0,1,0,1,0,0,6.96414675484303,16.8818489705364,-17.9075419276803
"10923",54182,6.98311274e-09,236.016831836,24,7,9,0,4,611,1,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,6.85192125240089,15.3628393155692,-18.7797710682895
"10924",54189,0.000907374807,266.98625998,23,6,11,1,2,435,39,0,0,1,1,2,1,0,0,1,0,0,0,1,0,0,0,6.18794973270265,16.3397141951749,-7.00495495506077
"10925",54191,0.601257553,205.022251564,21,6,7,1,1,44,21,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3.11197287548846,14.3185981005125,-0.508731895478907
"10926",54193,5.45238161e-07,283.017560108,28,7,11,1,3,387,4,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,5.97466128739676,16.8231257532006,-14.4220431450761
"10927",54202,3.26319164e-05,284.996824664,26,6,12,1,3,687,40,0,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0,7.0971996281026,16.8818489705364,-10.3302197178547
"10928",54205,0.00162269959,341.981902872,29,7,14,2,2,290,40,0,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0,5.47922833845512,18.4927527121302,-6.42366410308413
"10929",54206,3.746,191.0066015,18,5,7,1,1,39,23,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3.00136892774457,13.8205137929094,1.3206886040219
"10930",54211,0.00131327368,234.99643074,21,6,9,1,2,190,40,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,4.82643076117643,15.3295932998889,-6.63523226669178
"10931",54227,0.219876592,193.022251564,20,5,7,1,2,129,40,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,4.29711437268981,13.8932448176803,-1.51468883547308
"10932",54229,0.00408726133,281.997159012,25,6,11,2,2,355,40,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,5.82195046383548,16.7927710343469,-5.49988013467761
"10933",54240,1.97002129e-09,283.017560108,28,7,11,1,3,496,3,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,6.43642188646587,16.8231257532006,-20.0452214871483
"10934",54245,0.0453809519,250.99134536,22,6,10,1,1,93,3,0,0,1,1,3,0,0,0,1,0,0,0,1,0,0,0,3.89533564124828,15.8427063773839,-3.09266282364947
"10935",54248,0.00295421441,134.021523292,15,4,5,0,2,38,6,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2.97807121571937,11.5767665300808,-5.82452251456857
"10936",54249,0.0104718939,266.98625998,23,6,11,1,2,391,39,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,5.99312073930797,16.3397141951749,-4.55906038220585
"10937",54250,1.53445923e-05,237.996096392,22,6,10,0,3,695,38,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,7.12189294869681,15.4271221033607,-11.0847474391605
"10938",54254,6.24746596e-05,192.027002596,21,6,7,0,3,227,15,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,5.0910546283737,13.8573807985492,-9.68074952983753
"10939",54266,1.7041717e-07,236.016831836,24,7,9,0,3,328,35,0,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,5.68541476608246,15.3628393155692,-15.5850164647166
"10940",54267,1.60920266e-08,252.011746456,25,7,10,0,4,416,31,0,0,2,0,2,1,0,0,0,0,0,0,1,1,0,0,6.10559508649964,15.8748778406638,-17.944941929865
"10941",54269,0.0005894242809999,162.016437912,17,5,6,0,2,106,17,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,4.05127533157315,12.7285677871471,-7.43636429237773
"10942",54270,9.20856719e-06,178.011352532,18,5,7,0,3,204,13,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,4.93047828298519,13.3420895114671,-11.5953762909178
"10943",54275,0.000459600946,234.001181772,22,7,9,0,2,197,32,0,0,1,1,2,0,2,0,0,0,0,0,0,1,0,0,4.87910166862544,15.2970971681558,-7.68515195368022
"10944",54287,7.24095987e-05,267.022645488,27,7,10,1,3,674,40,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,7.05664011103355,16.3408275643555,-9.53317168863111
"10945",54291,7.31520439e-07,224.016831836,23,6,9,0,3,547,28,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,6.62820905812053,14.967191848707,-14.1281406756599
"10946",54292,0.000120117967,249.012080804,24,7,9,1,2,201,22,0,0,1,1,2,0,0,1,0,1,0,0,0,1,0,0,4.90861327116489,15.7801166283396,-9.02703623973429
"10947",54296,2.2198911e-07,237.996096392,22,6,10,0,3,290,39,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,5.47922833845512,15.4271221033607,-15.3206375103314
"10948",54297,0.0013625365099999,282.9811746,24,6,12,1,2,213,40,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,4.99475144305794,16.8220443050183,-6.59840723545569
"10949",54303,0.0782983325999999,250.99134536,22,6,10,1,3,41,10,0,0,3,0,3,0,0,0,0,1,0,0,1,0,0,0,3.04673833489958,15.8427063773839,-2.54722897123128
"10950",54314,0.154663368,158.021523292,17,6,5,0,1,15,8,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,2.25334338084266,12.5706612114081,-1.86650434323763
"10951",54315,8.52415824e-05,174.016437912,18,6,6,0,2,32,13,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2.82842712474619,13.1915290210043,-9.37002118685173
"10952",54318,1.21090163e-05,222.001181772,21,6,9,0,3,131,30,0,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,4.31699343983568,14.8997040833702,-11.3215602340867
