Id,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C.C..non.aromatic.,C.C.C.O.in.non.aromatic.ring,hydroxyl..alkyl.,aldehyde,ketone,carboxylic.acid,ester,ether..alicyclic.,nitrate,nitro,aromatic.hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester,pSat_Pa
92431,269.997159012,24,5,11,2,2,96,22,toluene,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0.023761468
92432,297.992073632,26,6,12,2,2,189,40,toluene,0,0,2,1,1,0,0,0,2,0,0,0,1,0,0,0,0.000535191789
92441,241.006995424,23,5,10,1,3,172,11,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,4.47522494e-05
92443,316.002638316,29,6,13,2,3,413,20,toluene,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,5.9462855e-06
92447,301.986988252,26,5,13,2,2,156,40,toluene,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0.00274456277
92449,284.996824664,26,6,12,1,3,311,40,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2.66646695e-05
92455,309.992073632,27,7,12,2,2,106,14,toluene,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,0,0.000643685904
92458,281.001910044,26,7,11,1,2,73,19,toluene,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,4.73728171e-05
92473,300.007723696,28,6,12,2,3,168,12,toluene,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,9.23582997e-06
92483,209.017166184,21,5,8,1,2,31,9,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0015374685199999
92487,237.012080804,23,6,9,1,2,63,25,toluene,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0.00279928718
92496,300.007723696,28,6,12,2,2,196,40,toluene,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0.0005550821099999
92501,239.027730868,25,6,9,1,2,203,40,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0.000695350182
92502,255.022645488,26,6,10,1,3,180,40,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,7.10745401e-05
92507,265.006995424,25,7,10,1,2,69,20,toluene,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,3.02048187e-06
92510,295.976423568,24,6,12,2,2,66,12,toluene,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,0,0.000309201818
92520,283.017560108,28,7,11,1,3,166,40,toluene,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,5.8294438e-07
92532,312.007723696,29,7,12,2,3,73,9,toluene,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,7.08505325e-07
92533,253.006995424,24,6,10,1,3,37,19,toluene,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,5.00853287e-05
92539,296.012809076,28,7,11,2,3,20,4,toluene,0,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0.000289204889
92549,309.992073632,27,7,12,2,2,40,22,toluene,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0.0030289325
92550,281.001910044,26,7,11,1,3,126,24,toluene,0,0,2,0,2,0,0,0,1,0,0,0,1,1,0,0,0.00160525113
92553,296.012809076,28,7,11,2,3,4,2,toluene,0,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0.000509073629
92557,267.022645488,27,7,10,1,4,22,18,toluene,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,2.4720087e-05
92565,299.012474728,29,7,12,1,4,416,13,toluene,0,0,2,0,1,0,1,0,1,0,0,0,0,2,0,0,3.34458629e-08
92570,312.007723696,29,7,12,2,2,90,24,toluene,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1.02498535e-05
92578,313.986988252,27,6,13,2,4,61,11,toluene,0,0,3,0,1,0,0,0,1,1,0,0,1,1,0,0,3.96763725e-05
92590,293.997159012,26,7,11,2,1,17,17,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0.0197299098
92604,234.99643074,21,6,9,1,2,5,1,toluene,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0.00975476658
92607,269.001910044,25,6,11,1,4,29,2,toluene,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0.000318516281
92617,281.997159012,25,6,11,2,1,60,40,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0.216606898
92618,267.981508948,22,5,11,2,1,28,10,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0.199996796
92624,294.9811746,25,7,12,1,3,149,17,toluene,0,0,1,0,2,2,0,0,1,0,0,0,1,0,0,0,8.00621897e-07
92626,325.986988252,28,7,13,2,2,158,36,toluene,0,0,1,0,2,1,0,0,2,0,0,0,1,0,0,0,2.59526102e-05
92629,266.98625998,23,6,11,1,2,38,8,toluene,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,3.14890383e-05
92631,293.997159012,26,7,11,2,2,24,8,toluene,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0044255379299999
92638,342.054673888,37,9,12,2,3,297,40,apin,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,3.37708636e-07
92650,295.976423568,24,6,12,2,2,46,9,toluene,0,0,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0.000642202311
92655,281.997159012,25,6,11,2,3,9,2,toluene,0,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0.000419159048
92657,251.027730868,26,7,9,1,3,68,19,toluene,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,5.54795367e-06
92658,282.03354452,29,7,10,2,3,77,24,toluene,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,7.78743695e-07
92666,253.043380932,28,7,9,1,4,84,14,toluene,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1.26701953e-08
92669,311.971338188,25,6,13,2,2,83,21,toluene,0,0,1,0,2,1,0,0,2,0,0,0,1,0,0,0,0.000314691495
92670,327.966252808,26,6,14,2,2,82,19,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,0,1,0,0.0002964784899999
92671,281.997159012,25,6,11,2,1,25,8,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0.0175560093
92673,313.986988252,27,6,13,2,3,115,10,toluene,0,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0,1.35838435e-07
92674,281.997159012,25,6,11,2,1,47,27,toluene,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0.000159895384
92679,313.986988252,27,6,13,2,2,63,12,toluene,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,4.77752351e-06
92692,312.007723696,29,7,12,2,2,55,21,toluene,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0.000662385161
92694,296.012809076,28,7,11,2,2,35,23,toluene,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0.0316359407
92700,331.997552936,30,6,14,2,5,102,8,toluene,0,0,4,0,0,0,0,0,2,0,0,0,1,1,0,0,4.25424009e-06
92701,282.03354452,29,7,10,2,3,101,11,toluene,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,21.947
92710,297.992073632,26,6,12,2,2,27,19,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0.00483249955
92726,281.997159012,25,6,11,2,2,26,13,toluene,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0.00810007568
92727,297.992073632,26,6,12,2,2,35,19,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0.00272408887
92732,298.97608922,25,6,13,1,3,118,13,toluene,0,0,1,0,2,0,0,0,1,0,0,0,1,1,1,0,5.5978554e-06
92741,284.996824664,26,6,12,1,3,144,18,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,8.0137761e-06
92742,329.981902872,28,6,14,2,2,137,40,toluene,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0.0008507017439999
92749,267.022645488,27,7,10,1,2,80,28,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.00214916915
92761,283.017560108,28,7,11,1,4,96,1,toluene,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,8.71510124e-09
92773,330.01828838,32,7,13,2,4,106,36,toluene,0,0,2,0,0,0,0,0,1,1,0,0,1,2,0,0,2.27228993e-06
92789,314.02337376,31,7,12,2,4,312,17,toluene,0,0,3,0,1,0,0,0,2,0,0,0,0,1,0,0,1.91581352e-09
92790,285.033210172,30,7,11,1,5,472,3,toluene,0,0,3,0,1,0,0,0,1,0,0,0,0,2,0,0,0.0489272941999999
92794,330.01828838,32,7,13,2,4,95,25,toluene,0,0,3,0,0,0,0,0,2,0,0,0,1,1,0,0,2.00205437e-05
92796,298.02845914,30,7,11,2,3,66,31,toluene,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,2.78820397e-05
92797,299.012474728,29,7,12,1,3,251,37,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,5.25113162e-08
92799,284.996824664,26,6,12,1,4,100,23,toluene,0,0,2,0,1,0,0,0,1,0,0,0,1,2,0,0,1.34917172e-05
92807,281.001910044,26,7,11,1,3,82,24,toluene,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,3.75895103e-07
92823,251.027730868,26,7,9,1,2,37,14,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.000435952069
92828,284.996824664,26,6,12,1,4,141,37,toluene,0,0,2,0,1,0,0,0,1,0,0,0,1,2,0,0,4.50903273e-05
92829,303.007389348,29,6,13,1,6,173,9,toluene,0,0,4,0,0,0,0,0,1,0,0,0,1,2,0,0,2.5651176e-07
92835,287.012474728,28,6,12,1,5,77,7,toluene,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,5.83344122e-06
92836,297.992073632,26,6,12,2,2,42,24,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0.00481351811
92857,249.012080804,24,7,9,1,3,30,15,toluene,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0039794072
92859,235.032816248,25,7,8,1,3,123,5,toluene,1,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0.000139674336
92861,281.001910044,26,7,11,1,3,132,6,toluene,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.000252105314
92863,296.012809076,28,7,11,2,2,211,40,toluene,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1.61753343e-05
92867,237.012080804,23,6,9,1,2,27,6,toluene,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0.0153381042
92878,267.022645488,27,7,10,1,3,186,22,toluene,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1.2089539e-05
92885,238.99134536,21,5,10,1,3,99,18,toluene,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,2.0832757e-05
92889,253.006995424,24,6,10,1,3,144,9,toluene,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,8.45443879e-08
92891,297.992073632,26,6,12,2,2,123,39,toluene,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,3.62788623e-06
92896,270.9811746,23,5,12,1,3,62,7,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,4.74387413e-07
92899,282.9811746,24,6,12,1,3,146,32,toluene,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1.52458298e-05
92904,284.996824664,26,6,12,1,3,180,19,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,4.86660437e-07
92908,343.961167428,27,6,15,2,2,99,40,toluene,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0.00026635645
92909,313.986988252,27,6,13,2,2,138,19,toluene,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,6.13125106e-05
92926,284.996824664,26,6,12,1,3,224,31,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,9.7602097e-06
92950,255.022645488,26,6,10,1,3,254,10,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,4.97559743e-06
92952,300.007723696,28,6,12,2,2,264,40,toluene,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,3.01370873e-05
92958,225.012080804,22,5,9,1,2,19,2,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.00618526921
92961,237.012080804,23,6,9,1,2,55,19,toluene,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0.00431761578
92970,268.017894456,26,6,10,2,1,48,33,toluene,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0.0006197367809999
92974,239.027730868,25,6,9,1,2,128,40,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0.000200066231
92975,255.022645488,26,6,10,1,3,162,36,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,6.46318543e-05
92977,316.002638316,29,6,13,2,2,129,40,toluene,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0.00783613533
92992,237.012080804,23,6,9,1,2,31,1,toluene,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0.0015226654
92997,253.006995424,24,6,10,1,3,137,1,toluene,0,0,3,0,2,0,0,0,1,0,0,0,1,0,0,0,0.000258805743
93005,253.006995424,24,6,10,1,3,114,19,toluene,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0.0018577479
93008,300.007723696,28,6,12,2,4,359,1,toluene,0,0,4,0,1,0,0,0,1,1,0,0,1,0,0,0,9.65742347e-07
93046,345.976817492,29,6,15,2,3,302,20,toluene,0,0,2,0,1,0,0,0,1,0,0,1,1,1,0,0,0.00027016635
93054,269.997159012,24,5,11,2,2,96,36,toluene,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0.0627310775
93058,300.007723696,28,6,12,2,2,183,40,toluene,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0.000554992445
93062,255.981508948,21,4,11,2,2,64,17,toluene,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0.194880915
93072,266.98625998,23,6,11,1,2,169,40,toluene,0,0,1,1,2,0,0,0,1,0,0,0,1,1,0,0,3.43156578e-06
93075,313.986988252,27,6,13,2,2,262,40,toluene,0,0,1,0,2,0,0,0,2,0,0,0,1,1,0,0,0.00141853037
93088,331.997552936,30,6,14,2,3,214,15,toluene,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,2.29147547e-05
93091,313.986988252,27,6,13,2,2,220,40,toluene,0,0,1,1,1,0,0,0,2,0,0,0,1,1,0,0,0.000542403073
93094,316.002638316,29,6,13,2,3,358,26,toluene,0,0,2,0,1,0,0,0,2,0,0,0,1,1,0,0,1.99972412e-05
93099,287.012474728,28,6,12,1,4,618,31,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,9.3862792e-08
93103,271.017560108,27,6,11,1,3,230,21,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,5.99823355e-05
93107,210.99643074,19,4,9,1,2,20,7,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.00139613158
93108,255.981508948,21,4,11,2,1,17,14,toluene,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.776587987
93114,221.017166184,22,6,8,1,1,31,21,toluene,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0.315374814
93118,311.971338188,25,6,13,2,1,54,39,toluene,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0.140076937
93122,209.017166184,21,5,8,1,2,63,8,toluene,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0244383247
93137,269.001910044,25,6,11,1,3,137,38,toluene,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,4.73770667e-06
93138,313.986988252,27,6,13,2,2,111,40,toluene,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0.0040168032099999
93153,300.007723696,28,6,12,2,2,203,40,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0.000691445433
93154,269.997159012,24,5,11,2,2,224,40,toluene,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0.000172875877
93161,300.007723696,28,6,12,2,2,239,40,toluene,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,1.90077264e-05
93163,269.001910044,25,6,11,1,3,261,12,toluene,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,4.30520138e-07
93170,239.027730868,25,6,9,1,2,112,40,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0.000345354346
93171,255.022645488,26,6,10,1,3,221,40,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1.79442776e-06
93173,316.002638316,29,6,13,2,2,127,40,toluene,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0.00098612263
93175,241.006995424,23,5,10,1,3,167,36,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1.3802808e-05
93192,298.97608922,25,6,13,1,3,225,35,toluene,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,9.26611443e-06
93202,315.007389348,30,7,13,1,4,584,40,toluene,0,0,1,1,0,1,0,0,1,0,0,0,1,2,0,0,1.99790159e-08
93206,236.016831836,24,7,9,0,3,148,24,toluene,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1.89037413e-07
93211,315.007389348,30,7,13,1,4,314,10,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,4.38858495e-07
93220,240.011746456,24,6,10,0,5,329,8,toluene,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,4.5777976e-10
93226,210.001181772,20,5,9,0,4,185,18,toluene,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,6.16874095e-08
93231,298.97608922,25,6,13,1,3,254,37,toluene,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2.82617027e-06
93233,296.996824664,27,7,12,1,3,463,40,toluene,0,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0,3.13190673e-07
93238,299.012474728,29,7,12,1,4,543,40,toluene,0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0,6.2498524e-09
93244,300.991739284,27,6,13,1,4,237,2,toluene,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,9.35811178e-10
93245,345.976817492,29,6,15,2,3,298,40,toluene,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,6.61140953e-06
93255,237.996096392,22,6,10,0,3,130,16,toluene,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,3.55466332e-06
93258,315.007389348,30,7,13,1,4,495,35,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0,5.51184824e-08
93276,237.996096392,22,6,10,0,3,146,21,toluene,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,2.17774845e-05
93279,315.007389348,30,7,13,1,4,412,24,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0,1.55560367e-09
93297,345.976817492,29,6,15,2,2,142,40,toluene,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0.108314796
93299,299.012474728,29,7,12,1,3,265,40,toluene,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,4.43733995e-05
93301,315.007389348,30,7,13,1,3,346,40,toluene,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,4.62541824e-06
93307,300.991739284,27,6,13,1,4,453,4,toluene,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1.37405746e-07
93313,254.98625998,22,5,11,1,2,83,40,toluene,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0017411132
93322,329.981902872,28,6,14,2,2,203,40,toluene,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0.000145963928
93324,300.991739284,27,6,13,1,3,337,40,toluene,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,2.44838103e-05
93328,252.011746456,25,7,10,0,4,370,9,toluene,0,0,2,2,0,1,0,0,0,0,0,0,1,1,0,0,6.66332339e-08
93329,296.996824664,27,7,12,1,3,275,40,toluene,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,9.65452526e-08
93343,236.016831836,24,7,9,0,3,357,36,toluene,0,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,4.92334255e-06
93344,283.017560108,28,7,11,1,3,351,40,toluene,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,6.67342376e-07
93353,254.02739652,27,7,10,0,4,482,2,toluene,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,1.69931623e-09
93358,238.0324819,26,7,9,0,3,242,38,toluene,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,5.9190772e-07
93370,296.996824664,27,7,12,1,3,287,12,toluene,0,0,2,3,0,0,0,0,1,0,0,0,1,1,0,0,2.98527699e-09
93376,266.98625998,23,6,11,1,2,64,13,toluene,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,8.89062852e-06
93391,206.006267152,20,6,8,0,2,105,38,toluene,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0.0018741549699999
93418,180.027002596,20,5,7,0,3,124,29,toluene,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0.000710238268
93425,255.022645488,26,6,10,1,3,376,40,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,4.74063455e-06
93426,271.017560108,27,6,11,1,4,472,40,toluene,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,3.10906592e-08
93433,269.001910044,25,6,11,1,3,282,22,toluene,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0.000152992294
93444,253.006995424,24,6,10,1,2,173,40,toluene,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0.0026668593599999
93445,284.996824664,26,6,12,1,3,322,35,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2.58004348e-05
93454,240.011746456,24,6,10,0,4,463,24,toluene,0,0,2,1,1,0,0,0,0,0,0,0,1,2,0,0,6.51418885e-07
93457,287.012474728,28,6,12,1,4,486,16,toluene,0,0,2,1,0,0,0,0,1,0,0,0,1,2,0,0,3.46165555e-08
93459,196.021917216,21,5,8,0,3,206,40,toluene,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,4.2594805e-05
93475,237.012080804,23,6,9,1,2,53,11,toluene,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0.15399207
93485,255.022645488,26,6,10,1,4,142,13,toluene,0,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0,4.38193063e-07
93489,287.012474728,28,6,12,1,4,170,1,toluene,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,4.26690632e-09
93496,301.986988252,26,5,13,2,2,71,25,toluene,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0.259419867
93499,331.997552936,30,6,14,2,3,244,21,toluene,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0.0001023717249999
93515,209.017166184,21,5,8,1,2,44,17,toluene,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0508244999
93523,300.007723696,28,6,12,2,3,195,40,toluene,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,2.10489684e-06
93531,239.027730868,25,6,9,1,2,174,40,toluene,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0.000683739195
93537,226.0324819,25,6,9,0,4,305,34,toluene,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,2.85079112e-06
93547,191.990617088,17,5,8,0,2,35,23,toluene,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0.231208993
93556,282.9811746,24,6,12,1,2,89,35,toluene,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0.0189254555
93566,208.021917216,22,6,8,0,4,26,4,toluene,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,8.89110878e-07
93570,224.016831836,23,6,9,0,4,64,12,toluene,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,1.45865839e-07
93574,253.006995424,24,6,10,1,4,20,9,toluene,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,7.26539826e-08
93576,269.001910044,25,6,11,1,5,41,10,toluene,0,0,4,0,1,0,0,0,0,1,0,0,1,1,0,0,4.29391336e-06
93584,190.04773804,23,7,6,0,3,63,4,toluene,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,8.5081775e-06
93586,206.006267152,20,6,8,0,3,16,4,toluene,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,9.37929063e-06
93587,234.001181772,22,7,9,0,3,26,2,toluene,0,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0.0018159141599999
93591,253.006995424,24,6,10,1,4,19,2,toluene,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0.00232647635
93592,269.001910044,25,6,11,1,5,33,5,toluene,0,0,4,0,1,0,0,0,0,1,0,0,1,1,0,0,1.58510608e-05
93594,283.017560108,28,7,11,1,5,55,5,toluene,0,0,4,0,1,0,0,0,0,1,0,0,1,1,0,0,1.53921492e-07
93595,328.002638316,30,7,13,2,4,39,3,toluene,0,0,3,0,1,0,0,0,1,1,0,0,1,1,0,0,0.0109577634
93604,237.996096392,22,6,10,0,4,168,15,toluene,0,0,2,0,1,0,2,0,0,0,0,0,0,2,0,0,1.45191382e-06
93621,310.97608922,26,7,13,1,3,37,16,toluene,0,0,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0.000329512342
93632,284.996824664,26,6,12,1,5,74,3,toluene,0,0,3,0,1,0,0,0,0,1,0,0,1,2,0,0,6.71417475e-08
93639,224.016831836,23,6,9,0,5,32,6,toluene,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,4.91524069e-07
93652,210.001181772,20,5,9,0,3,152,40,toluene,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0.00249414779
93655,210.001181772,20,5,9,0,3,116,30,toluene,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,8.93186679e-05
93658,237.996096392,22,6,10,0,3,81,36,toluene,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,8.73132699e-05
93663,252.011746456,25,7,10,0,3,70,1,toluene,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1.06807653e-05
93672,251.027730868,26,7,9,1,3,78,18,toluene,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,3.52749944e-06
93686,329.981902872,28,6,14,2,2,211,40,toluene,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0.000313594261
93688,284.996824664,26,6,12,1,3,100,3,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5.45314954e-08
93704,253.043380932,28,7,9,1,4,147,3,toluene,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,3.12771645e-08
93717,269.038295552,29,7,10,1,4,122,3,toluene,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,1.23909244e-07
93718,298.02845914,30,7,11,2,3,153,18,toluene,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0.00208863859
93723,287.012474728,28,6,12,1,5,101,2,toluene,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,1.93766519e-10
93727,257.001910044,24,5,11,1,3,116,23,toluene,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0.0009070732369999
93733,251.027730868,26,7,9,1,2,26,14,toluene,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0016612066
